location,area_sqft,bedrooms,bathrooms,balconies,age_years,distance_to_it_hub_km,nearest_metro_km,parking_spaces,amenity_score,price_lakh
Sarjapur Road,1371,2,3,3,2,23.94,11.05,0,59.1,125.1
Yelahanka,1376,2,2,2,1,15.57,1.95,1,67.0,100.12
Sarjapur Road,1192,2,1,2,25,13.05,,0,59.2,78.33
Marathahalli,814,1,1,3,21,7.92,8.58,1,47.1,61.22
Yelahanka,1724,3,2,0,9,20.72,9.73,2,76.4,108.59
Hebbal,501,2,1,0,5,20.81,8.16,1,75.3,113.6
Sarjapur Road,1206,2,3,3,18,10.71,1.89,0,57.7,117.92
Koramangala,2571,6,5,1,28,18.32,7.22,1,41.9,289.14
Hebbal,938,2,1,2,24,11.46,9.03,1,96.2,98.82
Whitefield,804,1,2,0,16,18.62,1.82,1,61.3,54.73
HSR Layout,1788,3,4,0,18,24.86,0.86,0,72.3,191.35
HSR Layout,1313,2,2,2,12,6.93,3.21,0,48.6,123.84
Koramangala,1808,3,4,2,16,16.03,,0,55.1,198.59
Indiranagar,1226,2,2,2,22,9.81,1.95,2,66.1,176.07
Whitefield,400,1,1,1,17,13.94,,1,73.7,48.21
Marathahalli,2296,4,3,3,10,21.92,6.46,1,91.2,203.05
Koramangala,3747,5,4,1,26,9.02,2.04,4,57.4,387.08
Hebbal,2432,5,4,1,27,2.27,,2,92.3,297.0
HSR Layout,400,1,2,2,19,20.07,3.63,1,67.5,77.32
HSR Layout,1538,3,4,3,19,14.1,,1,66.0,216.37
HSR Layout,928,1,1,0,29,11.51,11.62,1,63.8,81.46
Hebbal,661,1,1,2,12,4.99,,1,93.2,120.36
Bellandur,1284,2,3,3,23,2.77,5.2,1,55.1,160.24
Koramangala,1106,2,2,0,10,7.33,5.48,2,91.4,186.66
Electronic City,1587,4,4,1,19,18.11,1.55,1,45.3,145.42
Marathahalli,1238,3,2,3,18,10.59,10.17,3,97.3,163.55
HSR Layout,648,1,1,1,9,14.47,0.25,1,70.2,99.18
Sarjapur Road,874,2,1,1,27,2.51,1.9,2,99.9,107.32
Koramangala,800,3,3,3,2,3.52,6.5,1,76.5,149.59
Jayanagar,467,1,1,0,20,0.78,2.42,2,47.1,86.89
Hebbal,564,1,1,3,5,17.0,7.67,0,43.7,56.6
Bellandur,1068,3,4,0,6,6.98,0.24,0,51.6,137.98
Koramangala,2626,5,6,2,28,24.19,1.36,3,65.3,268.25
Marathahalli,894,1,2,2,20,8.06,9.22,2,84.8,130.48
Bellandur,791,1,1,2,22,9.41,7.0,1,40.0,59.57
Marathahalli,627,1,2,1,19,12.0,0.43,2,55.4,25.0
Koramangala,1220,1,1,2,4,8.32,,1,75.3,205.19
Electronic City,2295,3,3,1,21,20.53,3.02,2,57.9,158.33
Jayanagar,3610,6,6,0,8,21.97,10.22,1,61.4,393.46
Marathahalli,1404,3,2,3,21,0.77,7.07,1,58.0,199.75
Bellandur,1296,1,1,3,9,16.54,6.59,1,97.2,133.74
Bellandur,890,1,1,1,13,17.31,1.22,4,43.9,79.61
Marathahalli,976,3,3,1,10,24.05,7.95,1,94.5,107.2
JP Nagar,1696,3,3,1,16,9.57,2.04,1,59.4,191.22
Koramangala,1009,3,3,0,27,5.28,6.36,3,54.8,127.22
JP Nagar,1098,3,4,0,10,13.25,7.19,0,93.0,175.71
Indiranagar,1183,3,3,2,6,11.47,10.13,2,57.2,209.28
Koramangala,867,2,1,2,29,19.9,9.72,3,99.2,111.64
Marathahalli,1152,2,1,3,10,22.65,2.44,2,72.9,103.74
Whitefield,400,1,1,2,12,2.62,11.01,2,68.6,110.79
Marathahalli,1623,3,2,0,26,21.24,0.23,1,98.6,110.55
JP Nagar,4375,6,5,0,18,22.77,4.1,1,53.6,357.88
Electronic City,886,1,1,0,5,23.14,0.98,1,94.5,75.87
Marathahalli,1474,3,3,0,1,19.23,8.71,0,75.5,139.65
Marathahalli,1917,4,5,3,13,18.68,6.1,1,85.3,153.82
Electronic City,2426,5,6,3,27,0.86,2.26,2,74.9,227.78
Marathahalli,1038,2,3,0,15,23.04,1.2,1,77.1,64.77
HSR Layout,445,1,1,1,6,9.11,2.87,3,49.3,79.24
Whitefield,1390,3,4,2,0,1.51,11.06,4,49.1,186.19
Sarjapur Road,1288,2,2,3,28,10.62,8.2,0,63.8,142.77
Whitefield,992,2,1,1,1,18.45,,0,60.8,125.12
Hebbal,1115,1,1,2,8,11.33,10.75,1,82.7,130.99
Jayanagar,1299,4,4,1,24,19.07,1.81,0,83.4,191.03
Marathahalli,1464,3,2,0,22,12.98,8.32,0,73.8,155.09
HSR Layout,1431,3,2,2,17,7.84,5.21,1,64.1,173.76
Koramangala,1065,1,1,1,20,5.47,3.37,1,80.6,139.08
Marathahalli,1482,3,4,3,19,10.82,3.3,1,81.2,189.91
JP Nagar,1026,2,3,3,17,1.38,6.11,2,88.5,156.19
HSR Layout,1708,4,5,3,17,10.85,11.19,2,88.7,200.79
Electronic City,850,3,2,2,9,2.18,8.96,2,44.2,108.34
HSR Layout,1249,1,2,0,7,21.99,8.01,1,62.4,104.57
Hebbal,491,1,1,0,20,14.6,,2,65.2,100.59
Electronic City,979,2,1,2,7,16.33,6.93,1,90.8,88.81
Indiranagar,1640,3,2,2,1,7.58,2.46,1,70.1,242.38
Sarjapur Road,680,2,3,0,17,6.03,11.73,2,69.3,118.63
Yelahanka,1006,2,3,3,10,17.84,6.51,0,73.2,146.69
HSR Layout,400,1,1,0,10,16.95,3.92,4,47.6,50.83
Bellandur,565,1,2,0,18,3.51,9.38,2,73.9,74.42
JP Nagar,653,2,2,1,10,6.35,5.68,0,73.1,85.53
Marathahalli,1269,3,4,3,9,23.69,0.35,1,85.3,110.36
JP Nagar,1442,3,2,2,7,7.95,3.98,2,78.0,178.62
Whitefield,1164,2,1,0,14,1.13,5.59,1,97.3,158.21
Yelahanka,972,1,1,3,7,2.06,4.6,3,44.8,65.66
Whitefield,974,2,2,2,18,19.5,,0,86.3,99.56
Indiranagar,1779,2,1,1,0,19.05,2.36,1,85.1,226.48
Yelahanka,1349,1,1,1,22,9.85,6.95,1,56.2,76.7
Yelahanka,999,1,2,3,19,4.25,,2,81.9,113.27
Whitefield,2444,3,3,0,2,12.7,9.09,0,79.6,221.86
Electronic City,3507,6,7,2,20,8.63,8.28,1,57.9,310.28
Hebbal,605,1,1,3,11,9.66,2.57,1,83.4,67.34
Whitefield,1600,2,1,1,15,6.89,7.06,4,95.8,177.02
JP Nagar,6000,6,6,2,21,2.04,,2,58.3,474.58
Electronic City,1400,2,1,2,15,19.88,3.04,1,98.8,132.79
JP Nagar,1279,3,3,0,29,15.65,1.22,1,53.5,109.97
Hebbal,1164,3,4,1,16,20.95,8.01,1,48.1,114.59
Indiranagar,1571,3,3,1,27,12.83,8.15,3,44.6,179.55
Marathahalli,1818,4,5,1,27,24.63,9.69,0,52.8,164.61
Hebbal,605,2,1,2,15,24.08,7.63,1,60.6,81.09
Jayanagar,1183,2,3,1,8,7.16,,0,84.0,184.37
Koramangala,400,2,3,3,21,9.98,3.34,0,44.3,65.57
Electronic City,1070,1,2,1,18,18.94,0.62,0,70.4,82.33
Indiranagar,730,1,1,2,0,19.53,8.85,1,71.1,120.03
Jayanagar,1446,1,2,1,28,22.81,4.75,3,53.7,114.18
Bellandur,483,1,1,1,24,16.49,2.67,1,42.7,76.02
Indiranagar,905,2,2,2,17,12.14,0.81,2,53.5,119.03
Whitefield,2042,3,3,1,29,9.75,9.11,1,53.8,173.53
Whitefield,827,1,1,0,25,10.77,9.95,0,81.3,74.84
Hebbal,421,1,1,2,5,21.33,4.79,1,54.0,81.15
Koramangala,1383,2,1,1,5,24.51,10.64,4,60.4,145.29
Indiranagar,869,3,3,0,11,1.77,5.1,0,42.8,170.72
Sarjapur Road,1083,2,1,3,2,14.72,11.43,0,77.4,107.2
Marathahalli,803,1,2,2,10,13.24,11.8,0,68.4,87.9
Hebbal,3555,6,6,1,5,9.72,9.85,0,60.7,397.81
Whitefield,509,1,1,2,13,21.36,3.22,1,82.2,36.21
Koramangala,5702,6,6,0,17,14.61,4.52,1,80.9,586.82
Marathahalli,968,3,2,2,15,8.17,,0,59.7,154.4
Indiranagar,1327,2,3,3,23,11.38,4.08,4,82.6,226.01
Indiranagar,875,2,2,1,12,9.24,9.86,1,60.9,107.41
Yelahanka,855,2,1,3,0,11.04,11.15,1,53.3,75.41
Koramangala,779,1,1,0,5,2.25,11.83,3,83.2,146.14
Jayanagar,1670,2,3,2,13,3.24,4.17,0,83.7,232.8
Whitefield,552,1,2,1,16,15.78,3.39,1,91.9,92.58
Sarjapur Road,1466,4,3,1,24,17.26,2.1,1,70.1,150.47
Indiranagar,400,1,1,0,12,16.1,0.76,3,53.9,42.24
Sarjapur Road,1395,4,4,0,12,19.2,2.29,1,90.2,189.5
Indiranagar,1914,3,3,2,8,23.62,3.56,1,50.5,234.91
Whitefield,595,2,1,1,5,21.59,4.81,3,96.3,88.99
Marathahalli,1743,2,3,0,5,10.75,1.49,3,58.4,210.16
HSR Layout,1234,2,2,1,24,5.83,9.88,0,41.1,116.1
Marathahalli,2891,6,5,2,29,8.14,7.5,1,51.2,270.24
Indiranagar,750,2,3,3,4,14.9,6.84,0,64.9,181.37
JP Nagar,5647,6,7,0,24,21.48,6.63,2,43.3,444.24
HSR Layout,400,1,1,2,20,17.69,3.62,1,64.6,38.92
Jayanagar,1001,1,1,3,13,13.8,11.26,1,52.2,120.23
HSR Layout,471,1,1,2,13,15.25,2.93,1,41.1,50.49
Sarjapur Road,3321,5,4,0,3,13.44,8.09,0,57.9,314.22
Koramangala,1039,2,2,2,1,24.3,3.19,4,53.6,150.01
Sarjapur Road,1092,1,2,1,1,20.49,11.88,2,65.2,123.65
Hebbal,1531,2,2,0,28,19.64,10.96,1,85.5,125.98
Sarjapur Road,1197,3,2,1,16,13.17,3.32,1,70.6,145.71
Jayanagar,866,2,2,2,9,8.63,11.85,1,86.1,128.89
JP Nagar,601,1,2,0,13,0.98,7.59,1,60.2,100.11
Marathahalli,1317,2,3,1,18,1.56,,2,40.8,139.34
Marathahalli,1478,3,2,1,16,1.24,3.54,1,95.3,134.7
Bellandur,1759,4,4,1,28,24.52,2.75,4,58.9,186.25
Indiranagar,3436,6,5,3,21,3.3,10.33,1,71.6,452.17
JP Nagar,400,1,1,1,29,3.98,3.45,3,68.2,53.57
Bellandur,1156,1,2,1,10,12.36,11.03,0,75.0,121.01
Hebbal,2311,3,3,2,28,12.29,4.53,1,93.1,206.59
Whitefield,1121,2,1,2,6,23.04,0.31,2,92.0,154.63
Indiranagar,400,1,2,2,8,2.3,7.19,1,98.9,156.96
Indiranagar,590,1,1,2,13,23.95,4.37,2,71.7,119.47
Yelahanka,1438,3,3,3,22,5.8,11.72,1,95.3,141.49
Yelahanka,1409,2,1,2,3,24.27,4.76,2,68.9,99.67
Electronic City,1737,3,3,2,13,13.76,3.91,2,42.7,154.5
Electronic City,781,1,2,2,19,16.47,,1,48.8,75.93
Sarjapur Road,1384,2,3,1,23,8.24,8.81,2,60.0,156.7
Whitefield,713,1,1,3,19,15.49,,2,83.5,105.31
HSR Layout,1384,2,3,2,16,17.92,1.02,2,44.9,167.93
HSR Layout,1236,3,2,1,24,0.75,5.15,1,61.7,173.22
Yelahanka,764,1,1,0,18,1.34,8.03,1,98.9,103.42
Yelahanka,2827,5,5,3,29,24.67,0.26,0,87.1,234.95
Yelahanka,470,2,1,2,16,11.71,,0,74.3,39.58
JP Nagar,1110,2,2,1,24,23.43,9.72,0,43.7,89.07
Koramangala,755,1,1,0,26,18.38,0.8,0,40.9,34.89
Electronic City,3291,6,6,0,26,9.64,4.22,3,46.3,262.68
JP Nagar,1668,3,4,1,13,4.2,4.93,0,59.6,188.75
Marathahalli,840,3,2,1,12,24.46,8.65,0,76.4,70.12
HSR Layout,1029,2,2,3,25,14.82,3.69,3,51.8,109.59
Hebbal,3340,5,4,1,13,5.21,,2,43.1,323.48
Jayanagar,713,3,3,2,25,17.2,1.56,0,45.5,90.09
Indiranagar,455,1,1,0,15,2.76,11.95,0,65.6,108.7
Electronic City,1408,2,1,2,20,21.77,5.77,1,86.4,117.78
Bellandur,1426,4,3,2,27,2.71,0.77,1,89.3,192.32
Marathahalli,1731,3,4,2,14,6.29,1.1,0,57.5,169.72
Hebbal,1737,5,6,0,29,2.74,1.71,0,79.8,217.49
Electronic City,3178,6,7,0,24,3.04,2.7,0,63.6,272.93
Jayanagar,466,2,1,0,18,13.33,8.94,1,98.4,79.83
JP Nagar,619,4,5,1,21,17.33,6.79,0,64.3,92.5
Whitefield,1727,3,3,2,10,19.82,9.36,1,63.8,162.53
Indiranagar,653,1,1,3,11,17.53,0.43,0,70.1,68.85
Electronic City,539,1,1,1,10,9.41,3.33,0,41.5,60.05
Koramangala,3349,6,6,1,27,14.15,4.99,0,65.1,376.5
Yelahanka,492,1,1,3,22,23.23,5.26,1,89.7,45.07
Yelahanka,989,2,1,2,4,10.0,0.83,2,76.7,107.68
Indiranagar,1161,4,3,3,27,6.68,6.24,1,98.2,202.52
Jayanagar,2465,5,6,0,7,13.22,3.58,4,59.5,309.97
Hebbal,429,1,2,2,25,7.78,2.46,0,49.7,42.5
JP Nagar,1508,3,4,1,5,6.91,8.12,0,85.0,205.05
Yelahanka,735,1,2,0,15,19.58,1.19,2,42.6,59.19
Electronic City,1695,4,4,0,11,22.33,10.43,1,49.6,119.64
Bellandur,729,1,1,1,5,12.81,10.82,0,70.4,87.59
HSR Layout,2849,6,7,3,12,19.6,4.04,3,85.2,319.8
HSR Layout,731,1,1,0,6,5.08,11.85,1,76.1,101.1
Marathahalli,400,1,1,0,7,13.92,,0,99.7,77.31
Hebbal,778,1,1,2,11,16.09,11.56,0,79.3,106.59
Sarjapur Road,1039,2,1,2,28,12.52,11.85,1,83.5,101.27
Whitefield,2176,3,3,1,1,3.36,9.96,0,99.6,237.86
Indiranagar,601,1,2,1,22,18.49,1.67,2,75.5,103.89
Marathahalli,607,2,1,1,8,21.06,7.1,0,82.9,83.22
Sarjapur Road,2035,2,2,3,12,16.06,8.84,3,57.9,147.8
JP Nagar,563,1,1,0,16,4.64,1.11,0,72.2,74.61
Koramangala,1087,2,2,1,12,2.33,10.74,4,94.7,197.16
Koramangala,1100,3,4,2,15,7.89,10.25,0,91.2,188.68
Whitefield,1353,1,2,0,27,1.41,11.22,1,58.4,112.84
Hebbal,794,2,1,1,0,21.06,6.27,3,61.4,109.22
Yelahanka,721,2,3,0,6,17.72,4.03,1,90.8,66.21
Electronic City,1443,3,4,0,12,14.31,6.17,0,57.1,145.03
Marathahalli,733,2,2,0,13,22.3,8.81,1,93.3,88.42
Marathahalli,568,1,1,1,20,3.2,5.11,2,86.4,87.98
Indiranagar,2358,2,1,0,16,18.0,4.35,2,49.1,268.09
Indiranagar,1570,3,3,0,29,4.09,1.11,1,83.2,246.51
Koramangala,3172,6,7,0,15,1.99,5.48,3,90.1,429.06
Koramangala,1847,3,3,2,14,3.76,4.84,2,48.7,238.83
Hebbal,597,1,2,1,28,23.8,8.03,4,67.4,46.89
Jayanagar,1265,2,1,3,16,11.29,5.38,1,91.8,172.33
Bellandur,686,2,3,2,1,1.7,0.25,0,51.9,97.14
Bellandur,484,1,1,0,26,14.8,5.92,1,66.9,44.45
Jayanagar,938,1,1,0,25,5.39,9.33,1,76.8,124.09
Yelahanka,2059,3,3,3,24,0.67,11.35,1,45.8,152.37
Bellandur,1396,3,3,3,27,19.08,2.48,3,52.7,121.51
Hebbal,558,2,1,2,11,4.29,,1,68.0,132.24
Electronic City,920,3,4,0,2,23.59,10.2,0,62.4,90.05
Electronic City,1109,3,3,3,8,15.02,0.71,2,59.5,99.11
Marathahalli,474,1,2,2,5,2.63,4.33,1,41.6,67.22
HSR Layout,1776,3,2,3,28,5.84,7.17,1,95.7,215.8
Jayanagar,1058,3,4,0,25,15.47,4.24,1,92.3,168.94
Electronic City,558,2,2,0,5,8.78,,1,63.6,81.19
Sarjapur Road,541,1,2,0,6,13.54,11.28,2,50.9,64.22
Koramangala,2198,5,5,0,25,20.09,0.48,0,44.1,242.61
Indiranagar,973,2,2,1,26,19.92,1.12,2,47.4,142.57
Hebbal,2309,5,4,1,7,17.6,2.52,0,76.1,235.18
Bellandur,2849,6,5,1,26,22.21,4.74,0,84.0,259.72
Jayanagar,2106,3,4,2,2,5.38,5.76,3,49.4,284.08
Marathahalli,895,2,3,2,23,4.84,0.63,2,46.8,84.27
Whitefield,400,2,2,3,14,20.08,10.61,2,81.5,64.91
Indiranagar,1425,2,2,3,21,8.36,9.15,0,71.0,201.3
Sarjapur Road,3791,6,6,2,5,13.05,3.36,0,62.3,333.27
Bellandur,1177,3,3,3,10,18.73,,2,83.5,170.03
Sarjapur Road,402,1,1,2,29,10.2,0.5,0,67.3,35.21
Koramangala,828,1,1,1,2,3.69,4.91,1,67.9,129.54
Koramangala,1085,2,1,2,15,17.15,3.2,0,40.9,135.28
Hebbal,656,1,2,2,5,20.52,,0,59.0,68.18
Yelahanka,400,1,2,3,10,0.81,6.67,0,40.3,31.73
Marathahalli,1137,3,2,3,28,14.28,11.49,1,95.4,171.91
Indiranagar,779,1,1,2,7,12.0,9.58,0,57.6,111.67
JP Nagar,3181,5,6,0,28,6.86,1.15,2,50.8,283.38
JP Nagar,1269,2,1,3,22,4.45,,0,45.5,104.59
Indiranagar,1554,5,6,2,9,5.11,1.46,0,42.8,262.53
Whitefield,1124,3,3,3,9,18.26,4.01,3,93.2,156.95
Hebbal,1263,2,1,0,22,13.64,6.75,2,50.1,146.03
Marathahalli,484,1,2,3,2,24.54,6.05,2,77.0,64.16
Sarjapur Road,677,2,2,2,25,6.46,8.38,2,79.1,115.51
Whitefield,2184,3,2,2,13,23.94,9.76,2,59.1,231.94
HSR Layout,1347,3,2,0,18,13.12,9.99,1,90.0,179.23
Indiranagar,964,1,1,2,20,4.08,0.89,0,52.8,128.75
Sarjapur Road,1568,4,3,0,27,4.13,7.77,2,44.3,159.35
JP Nagar,1585,3,4,2,20,15.41,11.54,4,44.1,159.38
Electronic City,3587,6,5,2,8,20.87,9.11,1,58.0,268.21
Jayanagar,1313,2,1,3,12,18.82,6.33,2,67.8,125.85
Yelahanka,669,2,1,3,8,16.56,11.98,0,77.8,87.61
JP Nagar,1126,2,1,0,25,4.72,0.72,0,83.7,119.53
Marathahalli,1676,5,4,3,20,3.15,1.24,2,50.7,180.25
Koramangala,2075,5,5,1,11,0.51,9.26,2,81.0,334.02
Jayanagar,494,1,2,0,13,2.99,6.69,1,51.0,79.22
Jayanagar,1380,3,3,1,4,19.28,1.67,1,99.8,225.36
Electronic City,733,2,3,0,5,22.43,4.63,2,97.5,72.86
Yelahanka,879,1,1,1,12,6.39,,1,46.1,71.5
Yelahanka,1911,4,5,3,12,19.97,6.41,2,79.3,149.64
HSR Layout,1809,4,3,3,23,5.37,1.43,1,94.2,220.08
HSR Layout,826,1,1,2,5,6.61,0.28,1,44.8,92.74
Bellandur,1100,3,3,1,13,5.99,4.0,0,47.4,140.0
JP Nagar,894,1,1,2,10,1.77,2.96,2,60.8,120.88
JP Nagar,5887,6,6,0,28,5.25,4.47,2,45.7,498.02
JP Nagar,1399,3,4,1,12,9.65,4.34,0,93.1,153.48
Bellandur,756,1,2,2,11,10.43,7.63,1,92.5,104.75
Hebbal,2483,5,5,0,29,8.08,,1,96.9,275.33
Whitefield,2532,3,3,1,15,13.11,1.7,1,52.3,244.82
Yelahanka,3215,5,4,2,5,9.76,5.97,1,42.7,205.07
Electronic City,3784,6,7,1,8,24.27,10.69,1,66.7,295.55
Marathahalli,1771,3,2,1,16,20.28,1.95,0,92.8,160.07
Yelahanka,990,2,3,2,29,23.31,11.61,2,78.3,40.98
HSR Layout,1073,2,2,3,19,14.16,0.43,2,99.9,170.2
Jayanagar,1022,2,3,3,15,17.12,1.38,0,94.3,135.86
Sarjapur Road,961,3,4,2,25,4.58,2.3,1,63.6,146.54
Koramangala,2373,4,3,0,28,18.94,5.74,0,42.4,213.1
Bellandur,1200,3,3,2,25,6.28,3.73,2,40.3,119.5
Indiranagar,2047,3,3,2,11,4.07,5.13,1,78.7,317.63
Sarjapur Road,1741,4,4,1,17,1.53,11.3,0,94.9,198.71
Marathahalli,656,1,1,3,8,12.07,4.23,1,66.7,89.1
JP Nagar,467,1,1,3,2,7.53,10.21,3,92.5,73.91
HSR Layout,608,1,1,3,9,24.67,1.06,0,74.0,73.74
HSR Layout,949,2,3,3,10,6.62,9.78,2,45.9,139.77
HSR Layout,1292,2,3,2,1,21.73,10.84,1,87.9,184.96
JP Nagar,840,2,1,1,7,8.25,3.56,0,69.6,111.34
Indiranagar,1767,4,3,3,19,18.85,6.66,2,43.1,196.61
Bellandur,898,1,1,3,10,16.67,2.41,1,88.9,98.43
Sarjapur Road,1382,2,3,1,17,14.26,,0,85.5,110.36
JP Nagar,1280,2,3,2,19,10.71,,1,67.4,124.26
Marathahalli,3115,5,5,2,6,16.94,7.63,1,41.2,259.57
Bellandur,702,1,1,2,13,10.48,9.08,1,60.8,87.31
Marathahalli,4043,6,6,3,6,13.93,5.39,3,66.1,336.86
Bellandur,865,1,1,3,0,14.95,3.15,3,49.9,113.32
Indiranagar,574,1,1,3,28,7.05,5.24,0,49.7,70.63
Koramangala,1065,1,1,2,11,8.82,0.96,0,50.0,138.72
Marathahalli,6000,6,5,3,27,0.94,,0,62.2,500.44
JP Nagar,1963,3,2,0,0,21.38,3.71,0,89.1,182.87
Bellandur,1672,3,4,1,2,19.02,8.63,2,85.6,197.27
HSR Layout,1858,3,4,0,1,5.0,0.83,1,40.6,197.2
Hebbal,786,1,2,0,2,9.37,3.09,1,40.6,79.12
Yelahanka,1436,2,2,3,3,10.82,3.46,0,44.7,103.58
HSR Layout,1202,2,3,1,13,8.69,6.71,0,68.0,144.59
Whitefield,3246,6,6,0,22,20.06,,1,93.3,305.83
Koramangala,1130,3,4,2,17,18.27,1.76,2,50.9,169.96
Koramangala,975,1,1,2,22,19.3,,2,68.6,86.43
HSR Layout,632,1,2,2,4,22.65,5.18,0,42.4,57.96
Sarjapur Road,1296,2,1,2,14,15.08,6.4,2,41.2,118.15
Indiranagar,1410,4,3,1,15,15.56,0.63,1,40.4,206.57
Marathahalli,620,2,3,2,7,18.19,3.86,1,84.2,71.1
JP Nagar,1540,3,4,1,23,17.19,9.22,0,41.4,142.19
Koramangala,1364,2,1,1,20,21.81,7.25,4,56.4,127.89
HSR Layout,2095,5,5,1,25,19.37,5.58,1,78.7,243.47
HSR Layout,2338,4,4,1,7,3.45,5.55,0,77.1,280.87
Indiranagar,1264,4,5,3,27,23.24,4.55,3,43.3,170.99
Indiranagar,679,1,1,0,29,17.24,4.24,2,55.4,74.56
Electronic City,760,2,2,3,24,3.62,4.93,2,78.4,81.38
Electronic City,3163,5,6,0,6,19.41,10.46,0,63.5,252.95
Sarjapur Road,1314,3,4,3,5,9.28,5.73,1,67.9,174.17
Hebbal,3135,6,5,2,6,20.25,8.1,1,52.4,299.07
Hebbal,1579,3,3,1,22,23.91,9.73,2,42.3,112.81
Sarjapur Road,1816,4,5,2,18,6.75,5.3,1,60.7,159.45
Whitefield,2011,5,5,2,21,21.51,10.1,0,81.0,199.32
Sarjapur Road,612,3,4,2,21,19.45,11.91,3,86.0,123.62
Bellandur,1421,3,4,3,26,16.94,6.15,0,75.6,143.01
Indiranagar,608,1,1,2,24,9.93,4.95,0,63.6,87.92
Hebbal,1026,1,1,1,0,3.19,9.71,0,75.0,141.04
JP Nagar,1706,3,2,1,12,12.36,7.86,2,82.3,208.73
Bellandur,683,2,1,0,6,3.09,7.44,3,85.3,89.62
Marathahalli,1632,2,1,3,0,12.75,10.66,2,45.7,160.84
HSR Layout,526,2,1,1,9,20.6,7.86,2,88.2,94.08
Sarjapur Road,2250,4,4,1,12,24.94,7.77,0,43.8,196.27
HSR Layout,833,1,1,3,3,5.35,,2,92.2,159.55
Koramangala,682,1,1,2,28,5.59,8.32,0,63.5,79.39
Whitefield,545,1,2,1,6,20.37,10.97,0,72.8,92.94
Koramangala,873,1,1,2,5,11.99,7.0,3,57.4,155.2
Whitefield,420,1,1,1,5,22.94,10.86,1,65.6,70.21
Electronic City,888,2,2,0,20,19.34,4.21,0,90.7,120.52
HSR Layout,2197,5,5,2,10,18.54,0.7,1,57.7,244.03
Whitefield,1082,1,1,1,22,3.0,5.45,2,73.9,100.8
Jayanagar,628,1,1,3,8,1.38,0.25,0,78.8,135.84
Hebbal,1359,2,2,3,29,8.26,2.03,0,48.8,128.94
Jayanagar,1295,2,1,3,21,5.82,2.45,0,86.7,180.88
Jayanagar,3520,5,5,1,25,17.95,6.5,1,99.9,372.64
Yelahanka,1854,2,1,2,6,11.54,11.41,3,49.3,168.5
Hebbal,1420,3,4,0,8,13.32,0.43,2,86.1,188.34
Bellandur,1974,2,2,0,22,20.44,2.99,0,48.8,123.62
Whitefield,1115,3,4,1,5,12.22,11.64,1,97.0,165.9
Whitefield,1151,2,1,1,18,13.85,10.6,0,64.7,115.6
Bellandur,2988,4,4,1,13,21.14,10.05,0,98.8,269.11
HSR Layout,488,1,2,2,0,11.07,,0,44.1,84.03
HSR Layout,2044,5,4,3,25,2.54,7.8,1,87.5,270.7
Jayanagar,1129,1,2,2,15,13.28,,2,68.4,115.57
Bellandur,1022,2,2,2,8,14.69,7.88,0,57.4,98.23
Hebbal,885,2,2,1,22,13.04,5.24,0,84.9,113.21
Jayanagar,1306,1,1,0,14,6.82,7.7,1,78.1,157.9
Koramangala,1172,2,1,2,18,5.98,5.26,1,94.2,149.17
Yelahanka,955,2,3,0,9,9.56,10.91,2,54.9,100.75
JP Nagar,815,2,1,1,15,4.57,0.5,1,96.4,129.61
Marathahalli,421,1,2,2,24,16.82,2.46,2,78.5,70.29
Yelahanka,806,2,1,3,2,15.56,10.03,1,67.0,92.15
HSR Layout,905,2,2,3,18,15.99,8.89,1,43.2,87.83
JP Nagar,1304,2,3,2,12,6.01,2.4,1,85.9,163.71
Electronic City,3533,6,7,3,13,6.54,1.63,1,91.5,357.46
Sarjapur Road,855,2,3,2,6,19.79,3.87,3,88.6,105.19
Jayanagar,683,1,1,3,1,17.41,5.89,0,84.1,103.08
Whitefield,810,2,2,1,25,21.94,,2,98.2,82.11
Bellandur,1306,2,3,3,13,10.39,10.18,0,90.9,140.47
Bellandur,1659,3,2,3,22,13.91,6.35,0,95.7,172.69
Whitefield,1791,3,4,1,22,18.6,11.05,2,83.8,173.14
Jayanagar,1892,3,3,1,16,24.37,4.04,3,89.2,203.65
Sarjapur Road,2045,5,6,3,12,24.75,0.78,1,57.3,244.52
Marathahalli,1029,1,1,0,25,24.98,10.48,1,80.1,71.22
Sarjapur Road,3712,6,5,0,26,22.32,1.97,1,52.3,276.96
JP Nagar,987,2,1,2,1,16.17,4.16,0,44.2,111.42
Sarjapur Road,1274,2,2,3,4,0.67,5.68,2,74.8,145.77
JP Nagar,2447,4,4,2,29,17.64,6.0,2,87.0,228.95
Sarjapur Road,1639,3,2,1,3,6.35,,1,45.0,132.22
Marathahalli,400,1,1,3,29,1.9,6.42,2,50.9,64.78
Marathahalli,1204,2,2,1,2,17.58,1.11,0,45.6,115.43
HSR Layout,1928,4,5,3,25,19.02,4.06,0,78.1,225.46
Whitefield,573,1,1,3,13,16.66,11.71,0,44.8,61.72
Marathahalli,1813,5,4,1,10,9.45,3.51,2,45.6,181.15
JP Nagar,1487,3,3,3,7,13.02,9.79,0,55.9,169.84
Marathahalli,2301,2,2,3,22,23.41,6.22,1,56.2,199.07
HSR Layout,820,2,2,2,8,18.38,2.59,1,73.5,120.31
Bellandur,2075,4,3,1,15,12.86,8.72,0,41.9,190.2
