location,area_sqft,bedrooms,bathrooms,balconies,age_years,distance_to_it_hub_km,nearest_metro_km,parking_spaces,amenity_score,price_lakh
JP Nagar,694,1,2,1,14,6.56,12.71,1,40.0,258.93
Electronic City,1388,2,3,1,6,3.34,11.25,0,60.4,311.2
Marathahalli,450,1,1,3,0,7.62,2.44,2,48.8,256.05
Electronic City,951,3,2,3,30,28.15,,1,65.4,139.71
JP Nagar,450,1,1,3,26,14.03,11.87,1,50.0,146.59
Hebbal,495,1,1,0,20,2.7,1.27,1,46.8,339.71
Hebbal,1475,2,1,3,8,17.5,0.74,0,46.7,384.96
HSR Layout,5025,6,5,1,23,7.96,3.82,1,36.8,772.87
Hebbal,1637,3,3,2,28,6.04,6.87,0,79.0,475.42
Sarjapur Road,3786,6,7,1,2,19.06,2.52,1,53.1,620.13
Electronic City,450,1,1,2,23,11.94,,1,81.7,199.62
Sarjapur Road,558,1,2,3,20,7.63,14.67,1,63.7,313.28
Sarjapur Road,713,3,3,2,10,16.04,10.9,1,37.0,357.56
Jayanagar,746,2,3,2,26,7.56,14.93,1,53.4,257.34
Whitefield,2275,4,3,1,15,27.71,6.89,0,90.3,390.9
Marathahalli,604,1,1,3,32,2.18,3.84,3,45.8,271.81
Hebbal,652,2,1,1,31,16.39,14.84,2,38.5,201.04
JP Nagar,761,1,1,0,1,3.7,1.95,0,41.7,368.46
Koramangala,450,1,1,3,8,11.95,,0,93.9,308.33
Jayanagar,897,1,2,2,22,6.87,5.72,0,75.1,295.16
Indiranagar,1556,1,1,3,27,8.5,5.0,1,54.4,635.01
JP Nagar,1012,1,1,3,13,17.03,3.32,0,78.6,363.05
Marathahalli,1214,1,1,0,15,11.66,5.6,1,68.4,177.04
Marathahalli,1350,2,1,1,23,27.81,10.21,0,85.6,371.53
Bellandur,858,2,1,2,12,23.43,12.24,1,69.0,280.14
Hebbal,906,1,1,2,25,28.25,2.11,3,52.0,280.49
Sarjapur Road,1026,2,2,2,9,22.9,8.19,0,59.0,311.13
Hebbal,1286,1,2,0,16,22.99,4.48,1,70.7,304.85
Bellandur,850,2,3,2,27,17.63,14.75,2,52.1,434.35
Sarjapur Road,543,3,4,1,6,7.67,13.14,1,88.6,403.04
Indiranagar,1483,3,4,1,3,9.54,14.31,0,90.9,539.33
Jayanagar,450,2,3,1,16,23.72,6.63,3,71.0,174.48
Hebbal,753,1,1,2,31,6.8,4.71,1,88.4,357.34
JP Nagar,879,3,3,3,26,24.39,11.36,3,93.2,204.97
Hebbal,641,3,4,0,0,3.76,14.0,1,59.8,395.77
Koramangala,697,1,1,0,14,0.78,,4,63.7,447.71
Koramangala,1723,2,3,2,2,26.34,7.77,0,66.5,554.59
Marathahalli,3700,5,6,3,17,12.86,5.78,1,64.1,696.0
Electronic City,450,1,2,0,25,27.73,0.96,2,80.2,283.74
Hebbal,906,1,2,3,17,12.58,6.29,0,59.8,279.6
HSR Layout,1264,4,4,0,5,13.29,10.91,0,94.2,385.33
JP Nagar,1278,3,4,0,11,2.78,0.74,2,42.2,171.28
Sarjapur Road,450,1,2,3,3,29.12,,2,78.4,281.56
HSR Layout,1277,4,3,1,23,0.55,0.83,1,96.7,437.53
Hebbal,1201,3,2,1,18,27.11,,2,89.1,431.13
Hebbal,1666,2,1,0,8,1.53,8.45,3,98.0,552.68
Whitefield,560,1,1,2,0,16.57,14.55,2,64.7,235.79
Yelahanka,1158,2,1,0,17,8.0,14.29,0,75.1,298.52
Jayanagar,678,2,2,2,21,20.0,1.6,4,92.3,477.02
Bellandur,1441,3,2,3,23,6.14,10.81,0,41.9,458.99
JP Nagar,3567,6,7,0,24,21.37,10.23,4,35.5,658.08
HSR Layout,2027,2,2,3,5,17.45,3.88,3,70.4,495.03
Indiranagar,883,1,1,1,29,6.1,8.62,1,93.5,528.95
JP Nagar,1418,2,3,0,34,4.16,4.23,0,53.3,395.72
HSR Layout,1352,2,3,3,20,8.82,11.42,0,42.3,441.29
Sarjapur Road,509,1,1,0,31,18.5,14.42,1,55.2,360.74
Marathahalli,4830,6,6,3,20,27.77,10.29,0,66.3,676.24
Sarjapur Road,1753,4,3,3,26,5.89,4.87,1,40.0,508.73
Bellandur,2276,6,5,0,16,21.62,11.46,2,41.8,541.19
Hebbal,717,2,2,3,16,2.42,1.66,2,84.6,495.12
Koramangala,537,2,3,3,8,15.0,10.43,0,72.2,388.46
Hebbal,857,1,1,1,4,29.14,3.78,2,89.8,459.62
HSR Layout,1279,3,3,3,12,2.87,5.46,0,92.1,505.64
Hebbal,1071,3,4,2,14,16.57,5.09,3,89.7,325.69
Sarjapur Road,612,1,1,3,31,0.89,13.12,4,68.3,317.45
Jayanagar,1951,4,5,2,26,24.33,2.4,2,78.2,511.39
Whitefield,817,1,1,0,17,28.87,10.97,1,42.2,191.09
Yelahanka,3011,5,4,0,24,20.16,1.74,1,70.2,418.02
Hebbal,1058,1,1,1,28,2.24,11.19,0,99.4,417.68
Sarjapur Road,951,1,2,0,18,20.93,0.36,1,48.7,327.88
Jayanagar,1071,2,1,2,31,22.87,1.37,1,52.3,300.96
Sarjapur Road,1121,2,2,3,3,26.72,14.94,1,94.9,323.48
Sarjapur Road,1449,2,3,0,14,13.43,11.48,1,74.6,333.86
Marathahalli,566,1,1,0,26,7.55,,2,52.3,217.13
Electronic City,4021,6,6,2,12,17.77,7.78,0,59.7,524.71
JP Nagar,1978,2,3,1,24,29.68,,0,49.0,359.15
Electronic City,2855,6,7,1,16,24.13,11.27,2,58.9,452.67
Marathahalli,545,1,1,3,12,14.75,7.65,1,99.3,301.92
JP Nagar,1563,4,3,1,27,23.18,,1,55.7,345.0
Hebbal,2217,2,2,2,16,26.01,10.48,4,72.4,481.08
HSR Layout,3145,6,5,2,16,8.54,9.67,1,99.8,613.72
Electronic City,450,1,1,1,3,1.02,,0,50.6,246.77
Jayanagar,672,2,2,2,17,9.44,6.17,1,50.7,436.79
Koramangala,957,1,1,3,27,16.4,13.73,2,46.1,373.66
Koramangala,1515,3,3,1,13,27.11,1.56,1,92.0,503.37
Electronic City,575,1,2,3,31,17.3,5.82,1,58.4,206.1
JP Nagar,2662,6,5,0,34,5.23,3.93,2,89.8,447.72
Electronic City,624,1,2,0,20,10.89,10.76,0,41.7,217.86
Bellandur,450,1,1,0,2,3.82,5.0,1,64.3,235.77
HSR Layout,1326,2,2,2,11,19.5,,3,61.4,450.26
Marathahalli,896,3,3,3,30,13.53,5.95,0,59.3,293.62
Marathahalli,1249,1,1,0,17,18.26,9.87,0,40.5,331.85
JP Nagar,1094,1,1,3,30,26.07,7.53,0,45.2,300.5
Hebbal,2972,6,7,3,12,22.99,1.08,1,68.1,633.35
JP Nagar,1851,3,3,3,26,12.33,1.34,3,93.5,567.47
JP Nagar,1124,4,5,3,18,3.25,2.89,2,90.7,386.44
Hebbal,500,1,1,2,21,22.89,5.24,2,78.9,294.41
JP Nagar,893,1,1,0,25,2.34,0.22,1,38.2,315.25
JP Nagar,886,3,2,1,0,25.33,4.41,3,98.5,255.69
Bellandur,450,2,2,0,28,10.66,12.28,1,68.2,340.49
Whitefield,1994,2,2,2,8,8.8,,1,78.3,526.69
Indiranagar,487,1,1,3,17,7.82,14.42,3,50.9,263.22
Electronic City,485,1,1,2,13,26.31,13.51,1,53.2,200.09
Koramangala,738,1,1,0,32,2.3,6.47,3,52.7,469.65
JP Nagar,568,1,2,0,30,27.34,4.05,0,80.9,316.42
Sarjapur Road,925,3,2,0,32,18.91,,0,59.0,275.14
Bellandur,473,1,1,1,9,10.76,,0,37.9,106.8
Sarjapur Road,943,2,3,3,17,11.62,4.3,2,82.1,445.77
Koramangala,997,1,1,3,24,28.59,13.0,2,91.7,420.5
Bellandur,1530,3,4,1,1,11.89,0.99,2,91.8,338.23
Marathahalli,1424,2,2,2,2,3.79,9.45,3,37.9,399.17
JP Nagar,1037,2,3,1,31,20.24,5.14,2,54.8,321.91
Koramangala,1496,3,2,3,33,28.08,13.04,2,38.4,449.31
Marathahalli,1006,1,1,2,6,14.39,4.29,2,68.5,251.71
Indiranagar,2915,6,5,1,20,5.07,8.19,0,66.1,636.08
JP Nagar,743,2,2,2,12,17.99,11.49,1,70.1,438.5
JP Nagar,830,2,2,3,10,18.1,9.05,0,74.0,224.93
Whitefield,1201,1,1,2,9,20.79,13.13,0,78.7,440.63
HSR Layout,731,1,2,0,26,22.04,6.63,4,82.5,213.13
Jayanagar,2767,3,2,1,3,14.13,1.77,2,77.3,485.21
Koramangala,1802,2,1,1,19,21.41,2.51,0,96.6,392.32
Bellandur,1883,3,4,3,0,24.79,1.76,2,62.7,323.17
Hebbal,1692,2,1,3,1,27.95,6.52,1,36.6,374.19
Hebbal,1915,2,2,0,18,11.76,,2,99.9,578.06
Indiranagar,758,1,2,0,25,27.11,14.71,0,39.8,373.95
Koramangala,1662,3,4,3,31,18.0,8.4,3,86.6,525.41
Electronic City,596,2,3,3,13,7.55,5.43,2,71.8,306.7
Koramangala,650,1,2,3,21,25.25,9.24,2,40.8,324.03
Yelahanka,1533,3,3,2,17,29.02,8.55,0,95.4,317.63
HSR Layout,1163,3,4,3,28,11.91,12.78,2,94.8,368.62
Hebbal,1415,1,1,1,1,12.68,8.35,1,58.4,311.61
Sarjapur Road,827,1,1,1,9,20.49,12.27,1,64.1,232.24
Yelahanka,740,2,1,3,1,21.56,14.39,2,48.2,193.92
Sarjapur Road,951,2,1,0,9,18.94,8.08,0,86.2,241.44
Koramangala,1248,3,4,3,24,23.28,,0,47.6,462.66
Bellandur,962,2,2,0,0,17.86,7.88,0,82.8,405.78
Whitefield,2057,3,3,0,34,3.5,,0,67.5,492.62
Yelahanka,975,1,1,3,34,29.7,,2,54.7,273.19
Yelahanka,450,1,1,0,30,6.64,8.79,0,82.4,150.51
Jayanagar,1587,1,2,1,11,9.85,9.99,4,35.4,413.86
Electronic City,2556,5,5,0,21,25.58,12.25,1,51.2,390.95
Marathahalli,1617,3,2,0,19,27.76,2.6,1,54.0,418.45
Hebbal,2087,4,5,2,6,4.94,7.47,0,98.5,588.27
HSR Layout,694,2,2,3,9,4.19,8.41,0,71.2,332.76
Indiranagar,1490,2,1,1,30,27.86,,0,51.3,330.96
Koramangala,1750,4,5,1,15,17.07,7.98,1,61.4,685.71
Koramangala,1162,2,1,1,7,22.82,4.87,0,97.3,605.83
Electronic City,534,1,1,3,34,29.71,3.77,1,93.6,235.25
Jayanagar,1290,2,1,2,28,10.02,,1,47.8,388.43
Hebbal,2925,5,6,0,20,1.29,11.37,1,59.9,546.02
Hebbal,870,1,2,0,24,20.94,5.31,3,82.2,394.8
Koramangala,4814,6,5,2,17,16.75,14.02,2,76.2,899.95
JP Nagar,1067,1,1,1,14,20.23,11.55,1,53.0,310.79
Marathahalli,1524,4,3,0,32,26.88,7.05,1,68.1,368.25
Jayanagar,621,1,1,2,12,1.22,5.05,1,45.3,271.43
Hebbal,450,1,1,2,32,29.36,,1,42.0,214.44
Marathahalli,2168,3,4,3,32,15.45,6.4,1,59.2,353.93
Whitefield,1780,4,5,1,4,16.92,14.36,2,87.4,338.94
Sarjapur Road,450,2,1,1,34,2.78,,1,57.8,260.36
Jayanagar,1035,4,5,0,4,19.19,10.76,1,70.0,409.76
Electronic City,919,1,2,1,2,24.22,7.6,2,97.3,252.94
Sarjapur Road,2136,4,4,1,6,27.28,12.32,4,47.8,597.17
Hebbal,1893,4,3,0,2,8.04,4.57,2,68.8,497.87
Yelahanka,641,1,1,3,16,1.49,5.21,0,46.4,296.06
Jayanagar,2259,3,3,1,12,1.85,4.31,0,62.1,701.24
JP Nagar,1171,2,1,0,19,8.78,12.5,0,71.4,237.51
Bellandur,1283,2,1,2,17,10.98,14.09,0,85.2,574.58
Indiranagar,1615,3,4,1,31,14.81,5.36,1,39.0,392.03
Whitefield,2100,3,3,2,16,1.67,7.99,1,66.1,388.75
Hebbal,450,1,1,0,31,9.12,0.32,1,78.3,312.59
Hebbal,665,2,1,3,13,10.78,9.7,3,77.5,320.7
Yelahanka,493,1,1,0,18,29.95,0.96,0,60.4,157.32
HSR Layout,1716,2,1,0,3,13.64,13.44,1,87.3,406.4
Indiranagar,5186,6,6,3,20,15.69,3.23,1,92.9,890.23
Hebbal,584,1,2,1,27,10.21,10.09,3,76.5,264.16
JP Nagar,699,1,1,1,32,2.84,10.32,1,85.0,193.56
Yelahanka,1920,4,4,1,17,3.11,10.28,2,45.2,294.85
JP Nagar,2554,5,4,1,15,20.48,6.83,1,94.2,617.53
Koramangala,1687,3,4,1,31,26.67,2.21,0,87.5,463.0
HSR Layout,1472,3,3,2,29,10.96,7.02,1,70.5,507.05
Jayanagar,467,1,1,1,14,15.61,8.94,1,82.4,335.71
Hebbal,968,2,2,3,7,21.26,6.51,1,68.0,356.42
Indiranagar,1141,1,1,1,3,23.16,8.43,3,59.1,409.88
Whitefield,3720,6,6,3,16,16.95,3.63,1,62.7,481.49
Marathahalli,1113,2,3,0,8,24.58,13.93,0,85.1,309.18
Hebbal,1117,3,4,0,23,22.3,13.0,3,87.5,377.32
Yelahanka,1042,1,2,1,11,8.8,4.3,0,36.1,340.45
JP Nagar,598,1,1,2,23,10.45,12.81,2,99.0,389.29
Bellandur,4482,6,6,0,34,28.94,9.35,1,71.3,730.32
Electronic City,698,2,3,3,5,29.24,6.21,0,39.9,109.8
Bellandur,654,2,1,0,14,14.24,6.09,1,37.6,325.3
Marathahalli,1488,1,1,0,16,4.61,4.01,0,37.9,417.21
Bellandur,670,1,2,3,25,21.75,7.76,3,94.5,387.42
Whitefield,1570,4,5,2,11,16.3,2.97,0,74.0,257.01
Koramangala,3023,6,5,3,10,18.95,12.82,1,71.5,711.65
Bellandur,550,1,2,0,27,24.01,12.01,0,59.7,230.95
Sarjapur Road,950,1,1,1,11,12.48,1.53,1,40.7,355.07
Hebbal,867,3,2,2,21,5.21,,0,82.3,302.49
JP Nagar,1443,3,4,3,3,15.42,8.06,1,92.4,472.59
HSR Layout,1998,3,4,0,3,7.48,,0,98.0,532.61
Indiranagar,620,1,1,3,12,0.97,12.31,1,94.0,488.99
Sarjapur Road,1233,2,3,2,10,8.89,2.4,3,70.7,377.86
Bellandur,835,1,1,0,4,6.74,3.92,3,49.6,350.9
Jayanagar,1480,1,2,2,27,16.6,6.82,2,74.2,241.85
Marathahalli,635,1,1,0,27,6.46,3.88,1,38.8,346.56
Electronic City,1103,1,1,0,18,9.67,,2,77.2,292.08
HSR Layout,1917,3,2,3,26,25.55,11.44,2,87.4,529.93
Marathahalli,1161,2,3,2,30,11.81,3.41,2,56.0,341.12
Marathahalli,1903,4,5,1,29,11.52,7.68,1,51.6,367.23
Jayanagar,1066,3,3,3,21,8.11,14.86,0,35.8,402.67
Electronic City,2070,4,3,3,20,6.46,8.2,3,63.7,394.31
Indiranagar,588,1,1,0,3,17.68,4.23,0,94.5,326.88
Bellandur,651,1,2,3,30,9.38,7.05,1,52.0,294.67
HSR Layout,3555,6,7,0,21,5.93,4.84,0,99.6,744.25
Jayanagar,1254,2,3,0,21,13.37,2.91,3,54.2,404.54
Jayanagar,3464,6,7,1,33,26.63,1.74,1,84.3,535.76
HSR Layout,2949,5,5,3,2,16.29,13.15,1,41.0,616.19
Bellandur,1444,3,4,3,30,5.54,2.99,2,52.0,550.79
Marathahalli,597,1,1,3,32,3.67,1.83,2,39.3,232.25
Hebbal,1844,5,6,1,25,5.12,4.18,2,39.7,410.67
Sarjapur Road,784,1,2,0,34,1.82,,0,64.3,280.19
HSR Layout,811,1,1,2,32,14.42,9.06,2,48.6,337.11
Whitefield,656,1,1,1,9,3.4,,1,72.3,299.23
Bellandur,1009,2,2,0,13,6.68,,0,98.6,378.24
Yelahanka,1071,1,1,2,1,13.39,7.64,2,44.4,291.41
Jayanagar,780,2,1,2,12,22.93,5.03,0,63.3,394.84
Hebbal,460,1,1,1,21,22.93,4.92,0,51.2,218.92
Whitefield,1107,1,1,1,28,17.03,4.3,1,35.5,274.43
Yelahanka,497,2,2,1,0,15.06,5.35,1,39.9,197.68
Hebbal,1681,3,4,0,30,18.85,7.18,1,52.0,536.01
Whitefield,739,2,2,3,20,14.67,1.29,0,54.7,321.62
Sarjapur Road,450,1,1,3,10,12.87,,0,37.9,255.46
Electronic City,530,2,2,3,6,29.54,9.1,2,55.6,238.39
Koramangala,1211,4,4,2,14,24.73,11.01,2,46.6,490.54
Jayanagar,1534,2,3,2,29,1.32,7.59,1,66.9,486.45
Indiranagar,1446,4,3,0,34,0.84,3.53,4,71.4,600.89
Indiranagar,547,1,1,1,21,5.56,0.35,2,38.1,381.56
JP Nagar,2179,2,3,0,4,9.2,12.26,0,74.0,450.15
Koramangala,2395,4,5,2,33,2.04,11.79,1,89.9,658.85
Jayanagar,2094,4,4,0,21,18.78,12.87,2,47.0,463.26
JP Nagar,2020,4,3,3,21,26.2,11.47,0,64.7,400.25
Indiranagar,1306,3,4,0,4,1.31,1.89,2,44.2,495.0
Indiranagar,1810,3,3,3,14,16.7,0.76,1,80.1,483.43
Hebbal,3015,4,5,2,11,2.9,9.54,1,58.5,535.98
Yelahanka,1330,4,4,2,1,29.01,,0,96.7,285.79
Indiranagar,1036,3,3,3,32,13.47,7.66,1,40.5,404.76
JP Nagar,759,2,1,0,7,16.33,9.73,1,56.4,347.93
Whitefield,512,1,2,3,11,3.34,10.41,0,37.1,271.75
JP Nagar,3740,6,7,3,1,16.8,4.55,1,58.3,469.7
Electronic City,1486,2,1,0,12,17.2,7.69,2,46.7,440.8
Jayanagar,3666,5,6,0,22,25.52,8.62,1,67.8,684.29
Bellandur,2059,3,3,3,20,2.02,9.77,2,68.0,391.1
Whitefield,1893,2,1,0,23,1.9,0.47,2,83.1,416.14
HSR Layout,3660,6,5,2,28,3.62,0.66,2,76.2,710.56
HSR Layout,1243,2,2,0,10,1.74,6.95,1,60.1,424.37
HSR Layout,909,2,3,1,33,26.42,12.58,1,37.5,305.24
Yelahanka,586,1,1,0,23,21.24,11.47,4,62.9,142.58
Jayanagar,708,2,2,3,14,5.69,0.36,4,95.0,373.35
Marathahalli,554,1,1,1,19,1.74,6.78,2,43.0,307.43
Marathahalli,1035,1,1,0,0,16.88,9.75,1,61.4,383.18
Bellandur,450,1,1,3,31,22.87,6.79,1,89.8,293.96
Koramangala,450,2,2,3,34,13.38,8.55,0,48.4,244.15
HSR Layout,450,3,4,2,31,25.45,10.34,1,40.9,405.23
Yelahanka,779,2,3,0,30,1.32,0.45,1,57.5,213.61
Sarjapur Road,1025,2,3,3,23,14.92,,3,40.9,402.2
Electronic City,450,1,2,1,28,5.49,7.31,1,87.2,311.15
Yelahanka,825,1,2,2,12,21.14,12.95,2,93.6,219.6
Bellandur,3190,5,6,0,32,14.22,13.25,4,64.8,670.69
JP Nagar,2842,6,7,0,2,1.5,4.5,1,58.5,412.04
Whitefield,1322,3,3,3,13,10.99,12.59,0,90.6,352.4
Jayanagar,871,1,2,0,10,20.84,8.79,0,99.5,370.6
Jayanagar,619,1,1,0,14,22.94,9.75,1,75.5,360.36
Koramangala,1088,1,2,2,27,16.53,,0,56.8,359.82
Hebbal,1131,2,1,1,27,9.68,2.27,0,62.0,434.57
JP Nagar,2138,3,4,3,2,13.5,9.45,3,56.6,467.74
Electronic City,1669,2,1,0,24,13.24,4.09,1,64.5,247.36
Jayanagar,1288,2,2,0,8,2.34,8.28,1,65.8,502.14
Sarjapur Road,1159,3,4,0,34,10.24,2.82,2,77.1,312.03
Electronic City,675,1,1,2,23,1.14,0.94,0,53.2,193.56
Bellandur,450,1,1,0,12,12.0,7.77,2,82.5,194.49
Yelahanka,1831,5,6,1,12,25.09,13.5,2,83.4,309.09
Electronic City,778,2,1,1,29,7.98,1.79,0,84.5,247.2
Jayanagar,2165,4,4,1,24,20.58,2.94,1,60.9,452.71
Bellandur,975,2,1,2,34,1.9,,0,76.4,378.83
JP Nagar,1065,1,1,3,32,3.34,2.6,3,63.7,313.29
JP Nagar,730,1,2,2,17,24.46,1.84,1,62.1,289.53
Jayanagar,2730,6,7,0,31,20.18,4.75,2,64.2,676.37
Koramangala,1290,3,2,3,10,10.63,12.59,0,95.3,569.74
Koramangala,558,1,1,0,23,11.12,4.29,0,72.9,303.5
Whitefield,857,3,4,2,22,11.89,2.51,1,43.3,339.08
Yelahanka,450,1,2,0,20,28.11,6.94,0,81.3,140.91
Electronic City,1181,2,1,3,29,21.65,11.03,2,89.7,217.22
JP Nagar,486,1,1,3,34,18.85,3.82,1,50.6,342.14
Sarjapur Road,450,1,1,2,3,19.47,14.67,4,95.7,286.09
Hebbal,4482,6,6,1,0,1.2,10.11,2,98.2,793.02
Indiranagar,4728,6,6,1,18,7.8,2.26,4,40.9,884.81
Whitefield,1172,1,2,0,22,23.35,6.99,2,92.5,388.17
Bellandur,2592,4,3,3,5,9.59,6.19,2,61.4,510.76
Jayanagar,847,3,4,3,26,19.83,9.16,2,40.9,216.57
HSR Layout,809,2,2,3,10,28.31,5.03,0,84.4,400.34
Marathahalli,1725,3,3,2,17,13.68,11.87,1,89.4,377.08
Bellandur,1925,2,2,1,4,29.84,13.63,2,84.4,441.32
Indiranagar,1119,3,3,1,2,3.4,8.64,1,68.5,420.22
Bellandur,2774,4,4,3,14,13.55,13.7,1,53.4,547.68
Whitefield,3095,6,7,0,11,25.54,9.99,1,47.9,534.92
Indiranagar,2265,5,4,1,28,29.99,12.71,2,50.2,550.07
HSR Layout,1183,1,1,0,5,1.78,9.89,1,61.5,302.3
Hebbal,3646,6,6,3,10,24.2,5.25,1,98.1,489.67
Jayanagar,2839,5,4,3,26,27.88,7.1,0,72.1,594.4
Yelahanka,895,1,1,3,25,11.06,3.51,1,69.4,193.94
Marathahalli,1403,3,4,0,18,17.38,11.51,2,62.7,423.1
Yelahanka,1391,1,1,1,2,27.35,13.38,1,66.0,338.9
Sarjapur Road,450,2,2,3,17,19.38,13.94,3,99.4,244.77
HSR Layout,897,1,2,0,30,26.49,1.0,2,47.6,282.12
HSR Layout,1364,1,1,1,32,23.74,8.01,1,36.7,328.53
Bellandur,1804,2,3,1,27,28.18,,0,93.6,486.42
JP Nagar,2462,3,2,0,24,2.85,2.09,1,75.3,569.54
Yelahanka,1582,2,3,3,19,23.64,3.18,1,92.8,303.33
Indiranagar,602,2,2,2,34,9.89,12.45,1,72.1,401.29
Electronic City,1088,2,3,2,12,9.84,4.78,0,65.3,382.41
Hebbal,3940,6,7,3,2,16.11,6.16,3,80.4,719.35
Electronic City,3114,4,3,3,21,4.18,3.71,0,37.1,419.98
Koramangala,974,3,4,3,7,5.2,11.95,0,66.3,369.48
Whitefield,1124,4,4,1,7,27.3,8.22,1,45.7,462.34
Whitefield,1893,2,2,1,22,14.21,12.3,1,79.6,281.77
Whitefield,650,1,1,0,6,17.76,4.04,0,91.5,280.42
Yelahanka,1282,3,3,3,21,12.75,1.07,2,51.0,217.16
Indiranagar,2338,4,5,2,31,25.05,4.28,2,44.6,518.62
HSR Layout,623,1,1,3,1,12.58,14.4,1,92.4,426.32
Bellandur,2912,6,5,1,23,18.24,7.11,1,66.3,668.06
Bellandur,1149,1,1,3,28,17.71,0.96,2,72.4,422.83
Hebbal,847,2,3,2,7,4.28,3.99,1,89.6,351.82
HSR Layout,450,1,1,1,24,13.87,8.68,0,98.3,327.37
JP Nagar,1529,3,4,2,26,29.8,4.8,1,46.5,320.83
Koramangala,1490,3,3,2,34,24.92,2.63,2,44.0,331.28
Electronic City,526,1,2,0,23,8.57,4.81,0,88.2,140.08
Electronic City,450,1,1,0,0,29.45,10.06,3,89.1,326.95
Koramangala,911,1,1,0,32,19.24,6.29,2,95.6,347.17
Bellandur,454,3,3,3,32,6.89,5.81,1,44.9,333.79
Hebbal,450,1,1,0,6,6.39,5.52,0,92.4,252.08
Jayanagar,1180,1,1,2,13,8.53,13.92,0,43.1,354.83
Jayanagar,974,1,1,2,8,20.41,8.4,2,70.7,383.25
Yelahanka,676,1,2,2,11,9.17,,2,76.3,162.64
HSR Layout,610,1,1,2,25,29.97,8.04,1,59.7,308.85
HSR Layout,1464,3,2,2,5,3.86,12.99,0,84.4,524.47
Yelahanka,1326,2,1,2,6,21.22,12.78,1,94.0,245.18
HSR Layout,2620,5,4,1,30,7.99,,2,61.7,541.32
Koramangala,1072,2,1,0,0,18.68,5.94,2,60.4,374.25
Jayanagar,450,1,1,3,15,3.63,9.61,0,80.3,343.08
Koramangala,758,1,2,2,15,0.77,5.79,1,55.4,287.25
Bellandur,633,2,3,2,14,7.29,14.0,1,78.8,297.68
Koramangala,1070,1,2,2,17,29.32,9.63,0,51.1,339.65
Yelahanka,493,1,1,2,4,2.47,14.25,1,43.0,187.34
Indiranagar,486,1,2,3,9,28.93,13.99,2,38.1,340.34
Hebbal,527,1,1,2,16,23.62,5.53,4,80.7,131.65
Whitefield,970,1,2,3,17,20.41,7.8,1,65.7,335.94
Indiranagar,1806,2,3,3,17,17.57,11.62,2,72.5,381.43
Electronic City,896,1,2,0,15,26.72,10.14,3,72.3,241.8
Marathahalli,932,4,3,3,27,15.21,0.58,0,88.5,334.09
Indiranagar,2957,6,5,3,3,1.68,4.58,0,47.1,645.14
Indiranagar,2787,6,6,0,19,15.88,14.05,0,99.9,742.85
Indiranagar,1094,1,1,3,11,4.08,0.74,0,76.4,456.31
Whitefield,690,2,2,1,12,22.98,14.58,0,87.7,327.59
Electronic City,1866,3,3,1,5,17.29,6.88,1,35.3,308.69
Yelahanka,1203,2,2,3,15,20.43,9.02,1,77.1,314.18
Bellandur,2867,5,5,3,34,3.04,6.99,0,42.8,509.35
Electronic City,1461,2,3,3,7,21.0,0.64,1,37.1,235.47
Electronic City,772,1,1,3,2,0.88,12.15,1,86.0,256.72
Jayanagar,782,3,3,3,20,20.98,8.31,2,63.8,331.78
Hebbal,2107,3,4,1,12,25.34,3.7,2,78.1,365.71
Koramangala,914,1,1,0,18,9.69,9.45,2,78.1,321.61
Koramangala,694,1,2,3,17,25.75,10.31,0,56.7,352.87
Indiranagar,3868,6,5,0,11,26.07,,1,74.1,816.86
Koramangala,574,1,1,0,22,7.68,3.46,1,100.0,381.04
JP Nagar,515,1,2,2,33,25.1,7.32,2,36.4,156.3
Jayanagar,1595,2,1,2,4,15.74,8.68,1,72.8,455.89
Yelahanka,879,3,2,0,17,6.65,8.99,2,78.6,251.52
JP Nagar,1490,3,4,1,26,1.87,5.23,2,78.2,479.14
Electronic City,969,1,1,0,12,28.73,12.4,1,44.0,283.32
Sarjapur Road,1317,1,2,3,5,28.19,4.67,2,63.1,410.78
Koramangala,1158,4,5,0,34,22.81,11.35,0,45.9,490.85
Marathahalli,821,1,2,1,2,14.72,,4,38.6,164.08
Electronic City,1959,3,2,3,25,13.7,1.95,0,56.1,354.65
Whitefield,992,2,2,2,2,8.5,12.18,1,92.5,298.87
Electronic City,1285,3,4,1,28,6.49,13.14,1,68.1,305.1
Sarjapur Road,1631,2,2,3,34,15.06,0.9,2,61.5,249.91
Jayanagar,773,2,3,0,24,6.81,14.89,0,88.0,395.2
Whitefield,1168,2,2,2,29,3.87,7.66,2,49.4,438.85
Sarjapur Road,2320,3,4,3,18,3.72,2.79,1,79.6,474.8
Whitefield,1138,2,1,1,0,15.82,9.89,4,75.3,467.91
Whitefield,1625,3,4,0,27,22.79,8.06,2,96.1,437.99
Bellandur,1067,1,1,2,13,5.42,7.16,1,61.9,336.6
Whitefield,1593,2,3,3,27,3.61,7.83,3,35.4,437.87
Koramangala,849,1,2,2,27,21.01,10.24,1,59.3,489.56
Koramangala,1219,2,3,2,25,12.3,6.69,1,83.8,461.01
Jayanagar,2178,4,4,3,3,11.34,11.57,3,51.9,501.14
Whitefield,2866,4,5,1,0,6.89,12.23,0,81.1,479.64
Jayanagar,1074,2,1,2,13,15.7,12.12,3,46.8,422.71
